nct_id,drug_mesh,cond_mesh,mesh_type
NCT01485185,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01485185,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01485185,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01485185,Gabapentin,Pain,mesh-ancestor
NCT01485185,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01507363,Gabapentin,"Pain, Postoperative",mesh-list
NCT01507363,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01507363,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01507363,Gabapentin,Pain,mesh-ancestor
NCT01507363,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01495923,Gabapentin,Radiculopathy,mesh-list
NCT01495923,Gabapentin,Sciatica,mesh-list
NCT01495923,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01495923,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01495923,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01495923,Gabapentin,Sciatic Neuropathy,mesh-ancestor
NCT01495923,Gabapentin,Mononeuropathies,mesh-ancestor
NCT01495923,Gabapentin,Neuralgia,mesh-ancestor
NCT01495923,Gabapentin,Pain,mesh-ancestor
NCT01495923,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01441531,Gabapentin,Hypertension,mesh-list
NCT01441531,Gabapentin,Vascular Diseases,mesh-ancestor
NCT01441531,Gabapentin,Cardiovascular Diseases,mesh-ancestor
NCT01421264,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT01421264,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT01421264,Gabapentin,Dyssomnias,mesh-ancestor
NCT01421264,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01421264,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01421264,Gabapentin,Mental Disorders,mesh-ancestor
NCT01364298,Gabapentin,Neuralgia,mesh-list
NCT01364298,Gabapentin,Diabetic Neuropathies,mesh-list
NCT01364298,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01364298,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01364298,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01364298,Gabapentin,Pain,mesh-ancestor
NCT01364298,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01364298,Gabapentin,Diabetes Complications,mesh-ancestor
NCT01364298,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT01364298,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT01307202,Gabapentin,"Pain, Postoperative",mesh-list
NCT01307202,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01307202,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01307202,Gabapentin,Pain,mesh-ancestor
NCT01307202,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01301001,Gabapentin,Vulvodynia,mesh-list
NCT01301001,Gabapentin,Vulvar Diseases,mesh-ancestor
NCT01263132,Gabapentin,Neuralgia,mesh-list
NCT01263132,Gabapentin,Diabetic Neuropathies,mesh-list
NCT01263132,Gabapentin,Polyneuropathies,mesh-list
NCT01263132,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01263132,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01263132,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01263132,Gabapentin,Pain,mesh-ancestor
NCT01263132,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01263132,Gabapentin,Diabetes Complications,mesh-ancestor
NCT01263132,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT01263132,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT01265056,Gabapentin,Burns,mesh-list
NCT01265056,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT01255878,Gabapentin,Bruxism,mesh-list
NCT01255878,Gabapentin,Sleep Bruxism,mesh-list
NCT01255878,Gabapentin,Tooth Diseases,mesh-ancestor
NCT01255878,Gabapentin,Stomatognathic Diseases,mesh-ancestor
NCT01255878,Gabapentin,Parasomnias,mesh-ancestor
NCT01255878,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01255878,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01255878,Gabapentin,Mental Disorders,mesh-ancestor
NCT01250561,Gabapentin,Herpes Zoster,mesh-list
NCT01250561,Gabapentin,Neuralgia,mesh-list
NCT01250561,Gabapentin,"Neuralgia, Postherpetic",mesh-list
NCT01250561,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01250561,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01250561,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01250561,Gabapentin,Pain,mesh-ancestor
NCT01250561,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01250561,Gabapentin,Varicella Zoster Virus Infection,mesh-ancestor
NCT01250561,Gabapentin,Herpesviridae Infections,mesh-ancestor
NCT01250561,Gabapentin,DNA Virus Infections,mesh-ancestor
NCT01250561,Gabapentin,Virus Diseases,mesh-ancestor
NCT01250561,Gabapentin,Infections,mesh-ancestor
NCT01236859,Gabapentin,Pruritus,mesh-list
NCT01236859,Gabapentin,Skin Diseases,mesh-ancestor
NCT01236859,Gabapentin,Skin Manifestations,mesh-ancestor
NCT01210079,Gabapentin,Hyperalgesia,mesh-list
NCT01210079,Gabapentin,Somatosensory Disorders,mesh-ancestor
NCT01210079,Gabapentin,Sensation Disorders,mesh-ancestor
NCT01210079,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01210079,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01200641,Gabapentin,Cataract,mesh-list
NCT01200641,Gabapentin,Lens Diseases,mesh-ancestor
NCT01200641,Gabapentin,Eye Diseases,mesh-ancestor
NCT01177514,Gabapentin,"Pain, Postoperative",mesh-list
NCT01177514,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01177514,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01177514,Gabapentin,Pain,mesh-ancestor
NCT01177514,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01143766,Gabapentin,,
NCT01138124,Gabapentin,Pancreatic Neoplasms,mesh-list
NCT01138124,Gabapentin,"Carcinoma, Renal Cell",mesh-list
NCT01138124,Gabapentin,Kidney Neoplasms,mesh-list
NCT01138124,Gabapentin,Pelvic Neoplasms,mesh-list
NCT01138124,Gabapentin,Pancreatitis,mesh-list
NCT01138124,Gabapentin,"Pancreatitis, Chronic",mesh-list
NCT01138124,Gabapentin,Neuralgia,mesh-list
NCT01138124,Gabapentin,Restless Legs Syndrome,mesh-list
NCT01138124,Gabapentin,Carcinoma,mesh-ancestor
NCT01138124,Gabapentin,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01138124,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT01138124,Gabapentin,Neoplasms,mesh-ancestor
NCT01138124,Gabapentin,Digestive System Neoplasms,mesh-ancestor
NCT01138124,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT01138124,Gabapentin,Endocrine Gland Neoplasms,mesh-ancestor
NCT01138124,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT01138124,Gabapentin,Pancreatic Diseases,mesh-ancestor
NCT01138124,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT01138124,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01138124,Gabapentin,Adenocarcinoma,mesh-ancestor
NCT01138124,Gabapentin,Urologic Neoplasms,mesh-ancestor
NCT01138124,Gabapentin,Urogenital Neoplasms,mesh-ancestor
NCT01138124,Gabapentin,Kidney Diseases,mesh-ancestor
NCT01138124,Gabapentin,Urologic Diseases,mesh-ancestor
NCT01138124,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01138124,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01138124,Gabapentin,Pain,mesh-ancestor
NCT01138124,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01138124,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT01138124,Gabapentin,Dyssomnias,mesh-ancestor
NCT01138124,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01138124,Gabapentin,Parasomnias,mesh-ancestor
NCT01138124,Gabapentin,Mental Disorders,mesh-ancestor
NCT01119222,Gabapentin,,
NCT01094925,Gabapentin,"Pain, Postoperative",mesh-list
NCT01094925,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01094925,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01094925,Gabapentin,Pain,mesh-ancestor
NCT01094925,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01092520,Gabapentin,Pruritus,mesh-list
NCT01092520,Gabapentin,Burns,mesh-list
NCT01092520,Gabapentin,Skin Diseases,mesh-ancestor
NCT01092520,Gabapentin,Skin Manifestations,mesh-ancestor
NCT01092520,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT01052844,Gabapentin,Vomiting,mesh-list
NCT01052844,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT01022736,Gabapentin,,
NCT01020162,Gabapentin,Pelvic Pain,mesh-list
NCT01020162,Gabapentin,Pain,mesh-ancestor
NCT01020162,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01014520,Gabapentin,Intervertebral Disc Displacement,mesh-list
NCT01014520,Gabapentin,"Pain, Postoperative",mesh-list
NCT01014520,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01014520,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01014520,Gabapentin,Pain,mesh-ancestor
NCT01014520,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01014520,Gabapentin,Spinal Diseases,mesh-ancestor
NCT01014520,Gabapentin,Bone Diseases,mesh-ancestor
NCT01014520,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT01014520,Gabapentin,Hernia,mesh-ancestor
NCT01014520,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT00987779,Gabapentin,,
NCT00967707,Gabapentin,Neuralgia,mesh-list
NCT00967707,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT00967707,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00967707,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00967707,Gabapentin,Pain,mesh-ancestor
NCT00967707,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00954187,Gabapentin,"Pain, Postoperative",mesh-list
NCT00954187,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00954187,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00954187,Gabapentin,Pain,mesh-ancestor
NCT00954187,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00928954,Gabapentin,"Nystagmus, Pathologic",mesh-list
NCT00928954,Gabapentin,Ocular Motility Disorders,mesh-ancestor
NCT00928954,Gabapentin,Cranial Nerve Diseases,mesh-ancestor
NCT00928954,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00928954,Gabapentin,Eye Diseases,mesh-ancestor
NCT00934193,Gabapentin,,
NCT00904202,Gabapentin,Peripheral Nervous System Diseases,mesh-list
NCT00904202,Gabapentin,Neuralgia,mesh-list
NCT00904202,Gabapentin,Carpal Tunnel Syndrome,mesh-list
NCT00904202,Gabapentin,Diabetic Neuropathies,mesh-list
NCT00904202,Gabapentin,Complex Regional Pain Syndromes,mesh-list
NCT00904202,Gabapentin,Reflex Sympathetic Dystrophy,mesh-list
NCT00904202,Gabapentin,"Neuralgia, Postherpetic",mesh-list
NCT00904202,Gabapentin,Syndrome,mesh-list
NCT00904202,Gabapentin,Disease,mesh-ancestor
NCT00904202,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00904202,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00904202,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00904202,Gabapentin,Pain,mesh-ancestor
NCT00904202,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00904202,Gabapentin,Median Neuropathy,mesh-ancestor
NCT00904202,Gabapentin,Mononeuropathies,mesh-ancestor
NCT00904202,Gabapentin,Nerve Compression Syndromes,mesh-ancestor
NCT00904202,Gabapentin,Cumulative Trauma Disorders,mesh-ancestor
NCT00904202,Gabapentin,Sprains and Strains,mesh-ancestor
NCT00904202,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT00904202,Gabapentin,Diabetes Complications,mesh-ancestor
NCT00904202,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT00904202,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT00904202,Gabapentin,Autonomic Nervous System Diseases,mesh-ancestor
NCT00885586,Gabapentin,Herpes Zoster,mesh-list
NCT00885586,Gabapentin,Neuralgia,mesh-list
NCT00885586,Gabapentin,"Neuralgia, Postherpetic",mesh-list
NCT00885586,Gabapentin,Herpesviridae Infections,mesh-ancestor
NCT00885586,Gabapentin,DNA Virus Infections,mesh-ancestor
NCT00885586,Gabapentin,Virus Diseases,mesh-ancestor
NCT00885586,Gabapentin,Infections,mesh-ancestor
NCT00885586,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT00885586,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00885586,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00885586,Gabapentin,Pain,mesh-ancestor
NCT00885586,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00885586,Gabapentin,Varicella Zoster Virus Infection,mesh-ancestor
NCT00880191,Gabapentin,Nausea,mesh-list
NCT00880191,Gabapentin,Vomiting,mesh-list
NCT00880191,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT00864760,Gabapentin,,
NCT00865631,Gabapentin,,
NCT00864058,Gabapentin,,
NCT00855738,Gabapentin,Epilepsy,mesh-list
NCT00855738,Gabapentin,"Epilepsies, Partial",mesh-list
NCT00855738,Gabapentin,Brain Diseases,mesh-ancestor
NCT00855738,Gabapentin,Central Nervous System Diseases,mesh-ancestor
NCT00855738,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00799149,Gabapentin,,
NCT00800527,Gabapentin,Paresthesia,mesh-list
NCT00800527,Gabapentin,Chest Pain,mesh-list
NCT00800527,Gabapentin,Pain,mesh-ancestor
NCT00800527,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00800527,Gabapentin,Somatosensory Disorders,mesh-ancestor
NCT00800527,Gabapentin,Sensation Disorders,mesh-ancestor
NCT00800527,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00785772,Gabapentin,Renal Insufficiency,mesh-list
NCT00785772,Gabapentin,Kidney Diseases,mesh-ancestor
NCT00785772,Gabapentin,Urologic Diseases,mesh-ancestor
NCT00777023,Gabapentin,Hot Flashes,mesh-list
NCT00735124,Gabapentin,"Pain, Postoperative",mesh-list
NCT00735124,Gabapentin,"Hernia, Inguinal",mesh-list
NCT00735124,Gabapentin,Hernia,mesh-ancestor
NCT00735124,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT00735124,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00735124,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00735124,Gabapentin,Pain,mesh-ancestor
NCT00735124,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00735124,Gabapentin,"Hernia, Abdominal",mesh-ancestor
NCT00712439,Gabapentin,Peripheral Nervous System Diseases,mesh-list
NCT00712439,Gabapentin,Diabetic Neuropathies,mesh-list
NCT00712439,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00712439,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00712439,Gabapentin,Diabetes Complications,mesh-ancestor
NCT00712439,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT00712439,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT00711529,Gabapentin,Breast Neoplasms,mesh-list
NCT00711529,Gabapentin,Hot Flashes,mesh-list
NCT00711529,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT00711529,Gabapentin,Neoplasms,mesh-ancestor
NCT00711529,Gabapentin,Breast Diseases,mesh-ancestor
NCT00711529,Gabapentin,Skin Diseases,mesh-ancestor
NCT00674687,Gabapentin,Neuralgia,mesh-list
NCT00674687,Gabapentin,"Neuralgia, Postherpetic",mesh-list
NCT00674687,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT00674687,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00674687,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00674687,Gabapentin,Pain,mesh-ancestor
NCT00674687,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00674752,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00674752,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00674752,Gabapentin,Dyssomnias,mesh-ancestor
NCT00674752,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00674752,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00674752,Gabapentin,Mental Disorders,mesh-ancestor
NCT00666939,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00666939,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00666939,Gabapentin,Dyssomnias,mesh-ancestor
NCT00666939,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00666939,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00666939,Gabapentin,Mental Disorders,mesh-ancestor
NCT00659100,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00659100,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00659100,Gabapentin,Dyssomnias,mesh-ancestor
NCT00659100,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00659100,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00659100,Gabapentin,Mental Disorders,mesh-ancestor
NCT00654953,Gabapentin,Cocaine-Related Disorders,mesh-list
NCT00654953,Gabapentin,Depression,mesh-list
NCT00654953,Gabapentin,Behavioral Symptoms,mesh-ancestor
NCT00654953,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT00654953,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT00654953,Gabapentin,Mental Disorders,mesh-ancestor
NCT00644748,Gabapentin,Diabetic Neuropathies,mesh-list
NCT00644748,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT00644748,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00644748,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00644748,Gabapentin,Diabetes Complications,mesh-ancestor
NCT00644748,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT00644748,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT00634543,Gabapentin,Peripheral Nervous System Diseases,mesh-list
NCT00634543,Gabapentin,Diabetic Neuropathies,mesh-list
NCT00634543,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00634543,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00634543,Gabapentin,Diabetes Complications,mesh-ancestor
NCT00634543,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT00634543,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT00636636,Gabapentin,Neuralgia,mesh-list
NCT00636636,Gabapentin,"Neuralgia, Postherpetic",mesh-list
NCT00636636,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT00636636,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT00636636,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00636636,Gabapentin,Pain,mesh-ancestor
NCT00636636,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00022074,Gabapentin,Breast Neoplasms,mesh-list
NCT00022074,Gabapentin,Hot Flashes,mesh-list
NCT00022074,Gabapentin,Depression,mesh-list
NCT00022074,Gabapentin,Anxiety Disorders,mesh-list
NCT00022074,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT00022074,Gabapentin,Neoplasms,mesh-ancestor
NCT00022074,Gabapentin,Breast Diseases,mesh-ancestor
NCT00022074,Gabapentin,Skin Diseases,mesh-ancestor
NCT00022074,Gabapentin,Behavioral Symptoms,mesh-ancestor
NCT00022074,Gabapentin,Mental Disorders,mesh-ancestor
NCT00007670,Gabapentin,Seizures,mesh-list
NCT00007670,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00007670,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00001482,Gabapentin,Disease,mesh-list
NCT00001482,Gabapentin,Anxiety Disorders,mesh-list
NCT00001482,Gabapentin,Mental Disorders,mesh-list
NCT00001482,Gabapentin,Psychotic Disorders,mesh-list
NCT00001482,Gabapentin,Mood Disorders,mesh-list
NCT00001482,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00001482,Gabapentin,Schizophrenia Spectrum and Other Psychotic Disorders,mesh-ancestor
NCT04865042,Gabapentin,Radiculopathy,mesh-list
NCT04865042,Gabapentin,Hernia,mesh-list
NCT04865042,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT04865042,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT04865042,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04865042,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT03351439,Gabapentin,,
NCT04939987,Gabapentin,,
NCT05100160,Gabapentin,Lung Diseases,mesh-list
NCT05100160,Gabapentin,Respiratory Tract Diseases,mesh-ancestor
NCT04976374,Gabapentin,"Pain, Postoperative",mesh-list
NCT04976374,Gabapentin,Postoperative Complications,mesh-ancestor
NCT04976374,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04976374,Gabapentin,Pain,mesh-ancestor
NCT04976374,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03511118,Gabapentin,,
NCT04256603,Gabapentin,Spinal Cord Injuries,mesh-list
NCT04256603,Gabapentin,Neuralgia,mesh-list
NCT04256603,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT04256603,Gabapentin,Spinal Cord Diseases,mesh-ancestor
NCT04256603,Gabapentin,Central Nervous System Diseases,mesh-ancestor
NCT04256603,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04256603,Gabapentin,"Trauma, Nervous System",mesh-ancestor
NCT04256603,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT04256603,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT04256603,Gabapentin,Pain,mesh-ancestor
NCT04256603,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03423264,Gabapentin,"Carcinoma, Squamous Cell",mesh-list
NCT03423264,Gabapentin,Oropharyngeal Neoplasms,mesh-list
NCT03423264,Gabapentin,Carcinoma,mesh-ancestor
NCT03423264,Gabapentin,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT03423264,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT03423264,Gabapentin,Neoplasms,mesh-ancestor
NCT03423264,Gabapentin,"Neoplasms, Squamous Cell",mesh-ancestor
NCT03423264,Gabapentin,Pharyngeal Neoplasms,mesh-ancestor
NCT03423264,Gabapentin,Otorhinolaryngologic Neoplasms,mesh-ancestor
NCT03423264,Gabapentin,Head and Neck Neoplasms,mesh-ancestor
NCT03423264,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT03423264,Gabapentin,Pharyngeal Diseases,mesh-ancestor
NCT03423264,Gabapentin,Stomatognathic Diseases,mesh-ancestor
NCT03423264,Gabapentin,Otorhinolaryngologic Diseases,mesh-ancestor
NCT02117076,Gabapentin,Psychomotor Agitation,mesh-list
NCT02117076,Gabapentin,Restless Legs Syndrome,mesh-list
NCT02117076,Gabapentin,Syndrome,mesh-list
NCT02117076,Gabapentin,Disease,mesh-ancestor
NCT02117076,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02117076,Gabapentin,Dyskinesias,mesh-ancestor
NCT02117076,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02117076,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02117076,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT02117076,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT02117076,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT02117076,Gabapentin,Dyssomnias,mesh-ancestor
NCT02117076,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT02117076,Gabapentin,Parasomnias,mesh-ancestor
NCT02117076,Gabapentin,Mental Disorders,mesh-ancestor
NCT05063656,Gabapentin,Autistic Disorder,mesh-list
NCT05063656,Gabapentin,Autism Spectrum Disorder,mesh-list
NCT05063656,Gabapentin,"Child Development Disorders, Pervasive",mesh-list
NCT05063656,Gabapentin,Neurodevelopmental Disorders,mesh-ancestor
NCT05063656,Gabapentin,Mental Disorders,mesh-ancestor
NCT05024825,Gabapentin,"Pain, Postoperative",mesh-list
NCT05024825,Gabapentin,Postoperative Complications,mesh-ancestor
NCT05024825,Gabapentin,Pathologic Processes,mesh-ancestor
NCT05024825,Gabapentin,Pain,mesh-ancestor
NCT05024825,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04818450,Gabapentin,Sleep Deprivation,mesh-list
NCT04818450,Gabapentin,Critical Illness,mesh-list
NCT04818450,Gabapentin,Disease Attributes,mesh-ancestor
NCT04818450,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04818450,Gabapentin,Dyssomnias,mesh-ancestor
NCT04818450,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT04818450,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04818450,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04818450,Gabapentin,Mental Disorders,mesh-ancestor
NCT04705480,Gabapentin,Wounds and Injuries,mesh-list
NCT04619862,Gabapentin,Neuralgia,mesh-list
NCT04619862,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT04619862,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT04619862,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04619862,Gabapentin,Pain,mesh-ancestor
NCT04619862,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04658732,Gabapentin,,
NCT04653415,Gabapentin,"Osteoarthritis, Knee",mesh-list
NCT04653415,Gabapentin,"Pain, Postoperative",mesh-list
NCT04653415,Gabapentin,Osteoarthritis,mesh-ancestor
NCT04653415,Gabapentin,Arthritis,mesh-ancestor
NCT04653415,Gabapentin,Joint Diseases,mesh-ancestor
NCT04653415,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT04653415,Gabapentin,Rheumatic Diseases,mesh-ancestor
NCT04653415,Gabapentin,Postoperative Complications,mesh-ancestor
NCT04653415,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04653415,Gabapentin,Pain,mesh-ancestor
NCT04653415,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04650204,Gabapentin,Glioma,mesh-list
NCT04650204,Gabapentin,Epilepsy,mesh-list
NCT04650204,Gabapentin,Seizures,mesh-list
NCT04650204,Gabapentin,"Epilepsies, Partial",mesh-list
NCT04650204,Gabapentin,Drug Resistant Epilepsy,mesh-list
NCT04650204,Gabapentin,"Neoplasms, Neuroepithelial",mesh-ancestor
NCT04650204,Gabapentin,Neuroectodermal Tumors,mesh-ancestor
NCT04650204,Gabapentin,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT04650204,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT04650204,Gabapentin,Neoplasms,mesh-ancestor
NCT04650204,Gabapentin,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT04650204,Gabapentin,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT04650204,Gabapentin,Brain Diseases,mesh-ancestor
